type,name,level,attributes,source
"""原理""","""处理机制""",3,"{""定义"": ""数学结构中处理元素的方式或方法。""}","[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""]"
"""原理""","""处理规则""",3,"{""定义"": ""数学结构中限制处理机制以保持合理性和有效性的规则。""}","[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""]"
"""概念""","""复合运算""",4,"{""定义"": ""关系的复合运算。"", ""应用"": ""实现多表查询运算。"", ""特性"": ""基于关系的集合运算实现。""}","[""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.1 关系代数模型""]"
"""概念""","""复数环""",4,"{""定义"": ""由复数构成的环结构。"", ""性质"": ""加法交换群，乘法半群，满足分配律。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""概念""","""多元谓词""",5,"{""定义"": ""用于表示二维表和进行数据操作的谓词。"", ""应用"": ""在关系演算中表示关系表。"", ""特点"": ""包含个体变元（属性）和元组（赋值）。""}","[""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.2 关系演算模型""]"
"""概念""","""多商品流""",5,"{""定义"": ""一种网络流，涉及多种商品的流动。"", ""应用"": ""应用于通讯、运输等领域。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""概念""","""多源最短路径""",3,"{""定义"": ""在图中寻找多个源点到所有其他节点的最短路径问题。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""多终端流""",5,"{""定义"": ""网络流中，涉及多个源点和汇点的流。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""概念""","""多重图""",3,"{""定义"": ""两结点间有同始点且同终点的多条边的图。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""]"
"""概念""","""多重闭包""",5,"{""定义"": ""在自反闭包、对称闭包和传递闭包的基础上进一步做闭包得到的结果。""}","[""第五章 关系模型与理论"", ""§ 5.4 关系的性质闭包"", ""5.4.3  关系闭包的性质""]"
"""概念""","""多项式恒等""",3,"{""定义"": ""两个多项式在所有变量赋值下值相等的性质。""}","[""第三章  命题演算与推理"", ""§ 3.2 命题公式与等值演算"", ""3.2.2 等值关系与等值演算""]"
"""概念""","""多项式级""",4,"{""定义"": ""复杂度为多项式级，运行时间随问题规模多项式增长。"", ""用途"": ""描述算法运行时间在问题规模增加时增长速度较快的情况。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""大O符号""",3,"{""定义"": ""描述算法时间复杂度的函数增长符号。"", ""用途"": ""度量算法复杂度随问题规模增长的速度。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""大局观思想""",5,"{""定义"": ""在算法设计中考虑整体最优解的思想，与贪心算法的局部最优解相对。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""概念""","""大数据知识发现""",4,"{""定义"": ""从海量数据中总结或发现有价值规律或知识的研究课题。"", ""应用"": ""用于大数据分析。"", ""特点"": ""与数据挖掘相关。""}","[""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.2 关系演算模型""]"
"""概念""","""大整数素因子分解""",3,"{""定义"": ""将大整数分解为其素因子的过程。"", ""应用"": ""用于RSA算法的安全性分析。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""大项""",4,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.3 主合取范式"", ""一、大项的概念与性质""], [""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.4 主范式间的联系""]]"
"""实验名称""","""天平称重""",5,"{""定义"": ""使用天平进行硬币重量比较的过程。""}","[""第九章  树的基本理论与算法"", ""§ 9.4 树模型的应用"", ""9.4.1 找假币问题""]"
"""场景""","""婚姻介绍所""",6,"{""定义"": ""提供婚姻介绍服务的机构。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 稳定婚配问题""]"
"""概念""","""婚姻稳定性""",4,"{""定义"": ""婚姻搭配的稳定性。"", ""特点"": ""是媒人最关心的。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 稳定婚配问题""]"
"""角色""","""媒人""",6,"{""定义"": ""为单身男女介绍对象的人。"", ""作用"": ""关心婚姻成功率。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 稳定婚配问题""]"
"""概念""","""子代数""",5,"{""定义"": ""由代数结构的子集及其运算构成的代数结构。"", ""特点"": ""是构造和研究代数结构的基本方法论之一。""}","[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""]"
"""概念""","""子半群""",4,"{""定义"": ""半群的子集，且在该子集上运算封闭。""}","[""第十二章 典型抽象代数结构"", ""§ 12.1 半群的概念与性质"", ""12.1.1 半群与含幺半群""]"
"""概念""","""子含幺半群""",4,"{""定义"": ""含幺半群的子集，且在该子集上运算封闭。""}","[""第十二章 典型抽象代数结构"", ""§ 12.1 半群的概念与性质"", ""12.1.1 半群与含幺半群""]"
"""算法""","""子图与补图运算""",5,"{""定义"": ""对图进行子图或补图的操作""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.1 图的基本运算""]"
"""概念""","""子树""",3,"{""description"": null, ""relation"": null}","[[""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""], [""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""], [""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""], [""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""3 . B树的删除""], [""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""], [""第九章  树的基本理论与算法"", ""§ 9.4 树模型的应用"", ""9.4.3 关键道路问题""]]"
"""概念""","""子树指针""",5,"{""定义"": ""指向子树的指针。"", ""应用"": ""在B树中用于指向子节点。"", ""特点"": ""指向子树，用于B树的删除操作。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""3 . B树的删除""]"
"""概念""","""子环""",6,"{""定义"": ""环的子集，同时也是一个环。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""概念""","""子群""",3,"{""定义"": ""群G的非空子集H，若H在G的运算下也是群，则称H为G的子群。"", ""特性"": ""包含单位元，对运算封闭，每个元素都有逆元。""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.2  子群与群同态""]"
"""性质""","""子群的概念与判定""",3,"{""定义"": ""群中满足封闭性、结合律、包含单位元和逆元的非空子集。"", ""特性"": ""是群的一种特殊结构。""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识""]"
"""概念""","""子集""",4,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""三、集合与集合的关系""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.4 集合的二进制表示""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""三、集合与集合的关系""], [""第七章 函数与特殊函数"", ""§ 7.3 集合的特征函数"", ""7.3.1 特征函数的概念""]]"
"""概念""","""存在量词""",4,"{""定义"": ""表示至少存在一个个体满足条件的量词""}","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""概念""","""孤立结点""",6,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.1 图的基本运算"", ""一、图的集合运算""]]"
"""概念""","""安全素数""",4,"{""定义"": ""满足特定条件的素数，用于RSA算法中生成密钥。"", ""用途"": ""RSA算法中用于选择合适的素数。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""完全关系""",4,"{""description"": null, ""relation"": null}","[[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""3、矩阵表示法""], [""第六章 特殊关系模型"", ""§ 6.1 等价关系与元素分类"", ""6.1.2 集合的划分与商集""]]"
"""概念""","""完全图""",3,"{""定义"": ""所有顶点之间都存在边的无向图。"", ""特性"": ""所有顶点度数相同。""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""概念""","""完备匹配""",3,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]]"
"""定义""","""定义1.19""",7,{},"[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.3 无限集的基数比较""]"
"""定义""","""定义1.20""",7,{},"[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.3 无限集的基数比较""]"
"""定义""","""定义1.28""",5,"{""定义"": ""数列的生成函数或母函数，表示为无穷次多项式或幂级数。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""定义""","""定义1.6""",3,"{""定义"": ""集合中元素的数量称为集合的基数。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""四、常用的特殊集合"", ""2.有限集与无限集""]"
"""定义""","""定义1.7""",3,"{""定义"": ""集合的基数是有限数时，称该集合为有限集；基数是无限数时，称该集合为无限集。"", ""特点"": ""有限集和无限集在规模度量或计数上有本质区别。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""四、常用的特殊集合"", ""2.有限集与无限集""]"
"""定义""","""定义11.18""",3,"{""定义"": ""关于运算的同余关系定义。""}","[""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.3  同余的概念与性质""]"
"""定义""","""定义12.17""",3,"{""内容"": ""群G上模H同余关系定义，a*b^-1在H中。""}","[""第十二章 典型抽象代数结构"", ""§ 12.3 同余关系与商群"", ""12.3.1 同余关系与陪集""]"
"""定义""","""定义12.22""",2,"{""定义"": ""环代数结构的定义。"", ""内容"": ""如果代数系统G具有两个二元运算+和×，且满足G,+是交换群，G,×是半群，×对+满足分配律，则称G,+是环代数结构或环。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""定义""","""定义12.23""",4,"{""定义"": ""环结构的分类定义。"", ""内容"": ""根据构成环的群子结构或半群子结构的特点，对环结构做进一步的分类，包括含幺环、交换环、含幺交换环。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""定义""","""定义12.24""",4,"{""定义"": ""含零因子环的定义。"", ""内容"": ""如果存在两个非零元素a和b满足a·b=0，则称该环为含零因子环，元素a和b是零因子；否则称该环为无零因子环。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
